"","orig.ident","nCount_RNA","nFeature_RNA","RNA_snn_res.4","seurat_clusters","celltype","age"
"X1772072_246_F11","X1772072",7357,2719,"3","3","mGaba","E18.5"
"X1772094_172_D08","X1772094",6622,2315,"3","3","mGaba","E14.5"
"X1772066_084_C05","X1772066",5637,2224,"3","3","mGaba","E15.5"
"X1772071_048_E10","X1772071",6194,2395,"3","3","mGaba","E15.5"
"X1772066_087_H10","X1772066",7337,3040,"3","3","mGaba","E14.5"
"X1772094_173_A03","X1772094",7474,3054,"15","15","mGaba","E14.5"
"X1772066_087_A09","X1772066",10047,3659,"10","10","mGaba","E14.5"
"X1772071_049_A01","X1772071",9695,2575,"3","3","mGaba","E12.5"
"X1772071_049_C09","X1772071",10192,4060,"3","3","mGaba","E12.5"
"X1772071_048_G06","X1772071",11230,3537,"3","3","mGaba","E15.5"
"X1771013_117_C07","X1771013",5129,1826,"3","3","mGaba","E14.5"
"X1772071_048_A03","X1772071",8056,2957,"3","3","mGaba","E15.5"
"X1772066_085_F03","X1772066",5347,2080,"3","3","mGaba","E15.5"
"X1772075_300_D12","X1772075",4915,1899,"3","3","mGaba","E15.5"
"X1772066_085_E03","X1772066",10282,2919,"3","3","mGaba","E15.5"
"X1772094_173_E08","X1772094",6064,2529,"15","15","mGaba","E14.5"
"X1772094_173_B05","X1772094",6866,2712,"10","10","mGaba","E14.5"
"X1772094_175_E12","X1772094",5007,2289,"3","3","mGaba","E14.5"
"X1772072_248_H11","X1772072",5369,2492,"3","3","mGaba","E18.5"
"X1772094_173_A08","X1772094",7414,2677,"10","10","mGaba","E14.5"
"X1772094_175_C04","X1772094",13194,3961,"3","3","mGaba","E14.5"
"X1772071_046_D11","X1772071",13579,3892,"3","3","mGaba","E15.5"
"X1772071_065_G04","X1772071",11982,2756,"3","3","mGaba","E13.5"
"X1772075_301_F04","X1772075",9032,3220,"1","1","mGaba","E15.5"
"X1772094_175_E10","X1772094",5618,2305,"3","3","mGaba","E14.5"
"X1772094_173_B07","X1772094",5734,2477,"3","3","mGaba","E14.5"
"X1772094_175_D09","X1772094",9042,3421,"1","1","mGaba","E14.5"
"X1772071_049_F10","X1772071",10402,2857,"3","3","mGaba","E12.5"
"X1772072_246_B08","X1772072",6418,2574,"15","15","mGaba","E18.5"
"X1772094_174_C10","X1772094",5652,2159,"3","3","mGaba","E14.5"
"X1772075_300_F09","X1772075",5958,2551,"1","1","mGaba","E15.5"
"X1772066_085_A05","X1772066",6262,2182,"3","3","mGaba","E15.5"
"X1772066_084_B01","X1772066",8753,3035,"3","3","mGaba","E15.5"
"X1772066_085_C06","X1772066",7088,2631,"3","3","mGaba","E15.5"
"X1772096_112_C02","X1772096",7788,2780,"15","15","mGaba","E13.5"
"X1772094_175_C05","X1772094",10329,3306,"3","3","mGaba","E14.5"
"X1772066_085_H10","X1772066",12669,3720,"3","3","mGaba","E15.5"
"X1772094_173_B10","X1772094",8899,3237,"10","10","mGaba","E14.5"
"X1772066_084_D03","X1772066",7257,2727,"3","3","mGaba","E15.5"
"X1772096_115_F07","X1772096",9773,3079,"3","3","mGaba","E13.5"
"X1772075_302_E03","X1772075",10560,2613,"3","3","mGaba","E13.5"
"X1772075_302_F10","X1772075",9810,2310,"3","3","mGaba","E13.5"
"X1772071_048_C08","X1772071",7779,2678,"3","3","mGaba","E15.5"
"X1772094_175_B12","X1772094",8218,3031,"10","10","mGaba","E14.5"
"X1772066_091_H06","X1772066",5523,1945,"3","3","mGaba","E14.5"
"X1772094_172_H12","X1772094",5212,2201,"10","10","mGaba","E14.5"
"X1772094_173_C04","X1772094",13426,3970,"3","3","mGaba","E14.5"
"X1772072_246_C02","X1772072",9076,3295,"15","15","mGaba","E18.5"
"X1772075_301_B08","X1772075",10451,3516,"15","15","mGaba","E15.5"
"X1772071_048_F10","X1772071",6069,2619,"7","7","mGaba","E15.5"
"X1772094_175_E04","X1772094",10417,3360,"15","15","mGaba","E14.5"
"X1772071_046_E09","X1772071",5252,2465,"15","15","mGaba","E15.5"
"X1772066_087_E07","X1772066",14087,3889,"3","3","mGaba","E14.5"
"X1772075_302_H03","X1772075",17272,3717,"12","12","mOMTN","E13.5"
"X1772071_050_F02","X1772071",19726,5137,"12","12","mOMTN","E12.5"
"X1772071_050_E02","X1772071",18168,4608,"12","12","mOMTN","E12.5"
"X1772096_112_C08","X1772096",8871,2507,"12","12","mOMTN","E13.5"
"X1772071_065_C02","X1772071",14642,3207,"12","12","mOMTN","E13.5"
"X1772075_302_E02","X1772075",20004,3871,"12","12","mOMTN","E13.5"
"X1772075_301_E07","X1772075",24150,5518,"12","12","mOMTN","E15.5"
"X1772075_301_E03","X1772075",19889,5282,"12","12","mOMTN","E15.5"
"X1772075_300_F08","X1772075",20619,4853,"12","12","mOMTN","E15.5"
"X1772072_246_B03","X1772072",19426,5295,"12","12","mOMTN","E18.5"
"X1772075_300_B06","X1772075",21490,4793,"12","12","mOMTN","E15.5"
"X1772071_046_C07","X1772071",18133,4393,"12","12","mOMTN","E15.5"
"X1772075_302_E10","X1772075",11217,2781,"12","12","mOMTN","E13.5"
"X1772094_169_B02","X1772094",12045,4308,"12","12","mOMTN","E12.5"
"X1772066_093_G01","X1772066",8756,2996,"12","12","mOMTN","E14.5"
"X1772096_115_B03","X1772096",18395,4446,"12","12","mOMTN","E13.5"
"X1772096_112_E11","X1772096",14109,4284,"12","12","mOMTN","E13.5"
"X1772096_115_C09","X1772096",12163,3333,"12","12","mOMTN","E13.5"
"X1772092_006_A06","X1772092",15319,4243,"12","12","mOMTN","E11.5"
"X1772092_006_B03","X1772092",22213,4737,"12","12","mOMTN","E11.5"
"X1772092_007_B11","X1772092",15600,4300,"12","12","mOMTN","E11.5"
"X1772094_163_D01","X1772094",10479,2951,"12","12","mOMTN","E12.5"
"X1772094_161_C01","X1772094",6158,2306,"12","12","mOMTN","E11.5"
"X1772096_111_G04","X1772096",14594,4238,"12","12","mOMTN","E13.5"
"X1772071_049_H01","X1772071",25733,4761,"2","2","mOMTN","E12.5"
"X1772096_115_A01","X1772096",13535,3978,"12","12","mOMTN","E13.5"
"X1772071_050_C07","X1772071",9511,3169,"12","12","mOMTN","E12.5"
"X1772094_163_A02","X1772094",17244,4350,"2","2","mOMTN","E12.5"
"X1772071_050_E01","X1772071",6918,2247,"12","12","mOMTN","E12.5"
"X1772094_174_D05","X1772094",5944,2468,"12","12","mOMTN","E14.5"
"X1772071_048_E03","X1772071",14398,4238,"1","1","mOMTN","E15.5"
"X1772066_093_G09","X1772066",10630,3851,"12","12","mOMTN","E14.5"
"X1772094_175_D08","X1772094",11326,3881,"1","1","mOMTN","E14.5"
"X1772071_048_B06","X1772071",14374,4153,"10","10","mOMTN","E15.5"
"X1772094_173_A01","X1772094",15313,4334,"1","1","mOMTN","E14.5"
"X1772096_111_A06","X1772096",9484,3409,"11","11","mOMTN","E13.5"
"X1772066_084_D07","X1772066",12371,3926,"1","1","mOMTN","E15.5"
"X1772066_087_B11","X1772066",8068,3066,"12","12","mOMTN","E14.5"
"X1772075_301_A03","X1772075",22024,5769,"12","12","mOMTN","E15.5"
"X1772094_174_C02","X1772094",9200,3148,"12","12","mOMTN","E14.5"
"X1772094_161_F04","X1772094",8852,2656,"12","12","mOMTN","E11.5"
"X1772094_158_F10","X1772094",7623,2801,"12","12","mOMTN","E11.5"
"X1772094_158_F12","X1772094",8176,2750,"12","12","mOMTN","E11.5"
"X1772094_158_A02","X1772094",8670,3049,"12","12","mOMTN","E11.5"
"X1772094_161_B09","X1772094",7546,2845,"12","12","mOMTN","E11.5"
"X1772092_006_H06","X1772092",12788,3050,"12","12","mOMTN","E11.5"
"X1772092_006_B07","X1772092",13138,3209,"12","12","mOMTN","E11.5"
"X1772094_156_E04","X1772094",13237,3579,"12","12","mOMTN","E11.5"
"X1772071_065_H07","X1772071",18138,3221,"12","12","mOMTN","E13.5"
"X1772092_007_B06","X1772092",17579,4340,"12","12","mOMTN","E11.5"
"X1772092_006_D03","X1772092",11150,2955,"12","12","mOMTN","E11.5"
"X1772092_006_G09","X1772092",17429,4134,"12","12","mOMTN","E11.5"
"X1772094_156_D01","X1772094",10208,3180,"12","12","mOMTN","E11.5"
"X1772071_050_D12","X1772071",9265,2744,"12","12","mOMTN","E12.5"
"X1771013_111_C09","X1771013",10152,3499,"12","12","mOMTN","E11.5"
"X1772071_050_G02","X1772071",12779,3809,"12","12","mOMTN","E12.5"
"X1772094_163_B02","X1772094",11555,3124,"12","12","mOMTN","E12.5"
"X1772075_302_E06","X1772075",23056,4792,"12","12","mOMTN","E13.5"
"X1772096_115_E05","X1772096",9230,2978,"12","12","mOMTN","E13.5"
"X1772096_114_F02","X1772096",10351,3119,"12","12","mOMTN","E13.5"
"X1772094_166_D01","X1772094",12215,3143,"12","12","mOMTN","E12.5"
"X1772096_112_C03","X1772096",13219,3672,"12","12","mOMTN","E13.5"
"X1772092_007_E07","X1772092",14054,3543,"12","12","mOMTN","E11.5"
"X1772094_163_C07","X1772094",15194,4076,"12","12","mOMTN","E12.5"
"X1772092_007_A07","X1772092",15313,3986,"12","12","mOMTN","E11.5"
"X1772096_112_E07","X1772096",14090,3491,"12","12","mOMTN","E13.5"
"X1772071_065_C08","X1772071",21541,3931,"11","11","mRN","E13.5"
"X1772071_065_B06","X1772071",19291,3229,"11","11","mRN","E13.5"
"X1772075_303_A08","X1772075",13925,3268,"11","11","mRN","E13.5"
"X1772071_049_G04","X1772071",17870,4097,"11","11","mRN","E12.5"
"X1772071_065_H09","X1772071",16961,3476,"11","11","mRN","E13.5"
"X1772075_302_E12","X1772075",15585,3023,"10","10","mRN","E13.5"
"X1772096_114_A12","X1772096",12562,3858,"2","2","mRN","E13.5"
"X1772075_300_A03","X1772075",16150,4061,"10","10","mRN","E15.5"
"X1772075_302_B07","X1772075",19953,3629,"11","11","mRN","E13.5"
"X1772075_302_H08","X1772075",14441,3346,"3","3","mRN","E13.5"
"X1772075_303_E07","X1772075",21890,4178,"12","12","mRN","E13.5"
"X1772071_065_F06","X1772071",23402,4135,"7","7","mRN","E13.5"
"X1772094_166_G05","X1772094",13491,3457,"5","5","mRN","E12.5"
"X1772096_112_E04","X1772096",11998,3315,"5","5","mRN","E13.5"
"X1772096_114_G02","X1772096",13315,3536,"11","11","mRN","E13.5"
"X1772092_007_E02","X1772092",11346,3392,"3","3","mRN","E11.5"
"X1772096_114_A06","X1772096",10253,3559,"11","11","mRN","E13.5"
"X1772096_115_A11","X1772096",17669,4261,"12","12","mRN","E13.5"
"X1772096_114_G06","X1772096",8517,2795,"11","11","mRN","E13.5"
"X1772096_115_H06","X1772096",8717,2635,"11","11","mRN","E13.5"
"X1772071_065_B12","X1772071",10195,2405,"11","11","mRN","E13.5"
"X1772075_302_D12","X1772075",13499,2828,"11","11","mRN","E13.5"
"X1772075_303_C12","X1772075",12177,2960,"11","11","mRN","E13.5"
"X1772075_303_H07","X1772075",14759,3254,"11","11","mRN","E13.5"
"X1771013_153_H09","X1771013",8227,2970,"11","11","mRN","E12.5"
"X1772066_093_E05","X1772066",6394,2199,"11","11","mRN","E14.5"
"X1771013_108_F05","X1771013",9282,3520,"11","11","mRN","E12.5"
"X1772094_173_D07","X1772094",13466,3739,"10","10","mRN","E14.5"
"X1771013_153_E09","X1771013",7310,2767,"5","5","mRN","E12.5"
"X1772066_093_G11","X1772066",11619,4161,"1","1","mRN","E14.5"
"X1772066_087_B09","X1772066",14639,4298,"10","10","mRN","E14.5"
"X1772096_112_H02","X1772096",9260,2885,"11","11","mRN","E13.5"
"X1772096_115_F12","X1772096",10293,2990,"11","11","mRN","E13.5"
"X1772096_115_E11","X1772096",9270,3614,"11","11","mRN","E13.5"
"X1772075_301_F08","X1772075",11232,3668,"15","15","mRN","E15.5"
"X1772096_115_G12","X1772096",10386,3195,"11","11","mRN","E13.5"
"X1772094_169_A12","X1772094",9292,3579,"12","12","mRN","E12.5"
"X1772096_115_E04","X1772096",14148,3712,"2","2","mRN","E13.5"
"X1772075_302_E04","X1772075",18280,3865,"10","10","mRN","E13.5"
"X1772075_301_C12","X1772075",14268,4407,"1","1","mGaba","E15.5"
"X1772071_046_G12","X1772071",17074,4795,"1","1","mGaba","E15.5"
"X1772075_301_F10","X1772075",13534,4232,"1","1","mGaba","E15.5"
"X1772075_301_C05","X1772075",10853,3840,"1","1","mGaba","E15.5"
"X1772075_301_F06","X1772075",12598,4145,"1","1","mGaba","E15.5"
"X1772075_301_D10","X1772075",13260,4122,"1","1","mGaba","E15.5"
"X1772075_301_E02","X1772075",11360,3741,"1","1","mGaba","E15.5"
"X1772075_301_C02","X1772075",11294,3609,"1","1","mGaba","E15.5"
"X1772075_301_H04","X1772075",11624,3436,"10","10","mGaba","E15.5"
"X1772075_301_A12","X1772075",9268,3298,"1","1","mGaba","E15.5"
"X1772066_087_D01","X1772066",14417,4285,"1","1","mGaba","E14.5"
"X1772075_301_F12","X1772075",19208,4610,"1","1","mGaba","E15.5"
"X1772075_301_A11","X1772075",18762,4900,"1","1","mGaba","E15.5"
"X1772072_246_F08","X1772072",19040,4928,"1","1","mGaba","E18.5"
"X1772075_301_B07","X1772075",12391,4145,"1","1","mGaba","E15.5"
"X1772075_301_A02","X1772075",12645,4196,"1","1","mGaba","E15.5"
"X1772066_087_B05","X1772066",10648,3657,"15","15","mGaba","E14.5"
"X1772075_301_E10","X1772075",12873,4133,"1","1","mGaba","E15.5"
"X1772066_084_E08","X1772066",16324,4862,"4","4","mGaba","E15.5"
"X1772072_248_C11","X1772072",10757,3882,"1","1","mGaba","E18.5"
"X1772066_084_F03","X1772066",14615,4225,"1","1","mGaba","E15.5"
"X1772072_246_E01","X1772072",8970,3311,"1","1","mGaba","E18.5"
"X1772072_246_D02","X1772072",9275,3350,"1","1","mGaba","E18.5"
"X1772072_246_C07","X1772072",13052,4522,"4","4","mGaba","E18.5"
"X1772066_084_E07","X1772066",11552,3653,"10","10","mGaba","E15.5"
"X1772075_301_H10","X1772075",12502,4175,"1","1","mGaba","E15.5"
"X1772072_246_B01","X1772072",10246,3645,"1","1","mGaba","E18.5"
"X1772066_085_B02","X1772066",15639,3934,"10","10","mGaba","E15.5"
"X1772066_084_C07","X1772066",24898,5145,"15","15","mGaba","E15.5"
"X1772075_300_A06","X1772075",11324,3644,"1","1","mGaba","E15.5"
"X1772066_084_G07","X1772066",20513,4933,"10","10","mGaba","E15.5"
"X1772075_301_F01","X1772075",14184,4217,"1","1","mGaba","E15.5"
"X1772071_046_D12","X1772071",18788,4571,"15","15","mGaba","E15.5"
"X1772071_046_G06","X1772071",15077,3898,"10","10","mGaba","E15.5"
"X1772075_301_D05","X1772075",18081,4926,"1","1","mGaba","E15.5"
"X1772096_112_B02","X1772096",18592,4448,"10","10","mGaba","E13.5"
"X1772072_246_D01","X1772072",20269,5003,"1","1","mGaba","E18.5"
"X1772072_246_G05","X1772072",18398,4670,"1","1","mGaba","E18.5"
"X1772066_084_B09","X1772066",17233,4789,"4","4","mGaba","E15.5"
"X1772071_065_A06","X1772071",16156,3372,"2","2","mGaba","E13.5"
"X1772071_046_D10","X1772071",14055,4111,"10","10","mGaba","E15.5"
"X1772075_300_E01","X1772075",20545,4627,"15","15","mGaba","E15.5"
"X1772075_301_E09","X1772075",13097,4228,"1","1","mGaba","E15.5"
"X1772075_301_G04","X1772075",9961,3373,"15","15","mGaba","E15.5"
"X1772071_046_H12","X1772071",12856,4011,"15","15","mGaba","E15.5"
"X1772075_301_B10","X1772075",16005,4560,"15","15","mGaba","E15.5"
"X1772075_301_H03","X1772075",8954,3425,"1","1","mGaba","E15.5"
"X1772075_301_A08","X1772075",16339,4838,"1","1","mGaba","E15.5"
"X1772066_093_A10","X1772066",13318,4199,"15","15","mGaba","E14.5"
"X1772071_046_E06","X1772071",12586,3888,"15","15","mGaba","E15.5"
"X1772075_301_G10","X1772075",13994,4165,"1","1","mGaba","E15.5"
"X1772094_172_C02","X1772094",14761,4116,"15","15","mGaba","E14.5"
"X1772094_173_C11","X1772094",19623,5028,"1","1","mGaba","E14.5"
"X1772075_300_A09","X1772075",14535,3970,"1","1","mGaba","E15.5"
"X1772075_301_D08","X1772075",16133,4531,"7","7","mGaba","E15.5"
"X1772075_301_A07","X1772075",16876,4488,"15","15","mGaba","E15.5"
"X1772071_046_G05","X1772071",13072,3993,"3","3","mGaba","E15.5"
"X1772075_301_F05","X1772075",15025,4371,"1","1","mGaba","E15.5"
"X1772075_301_D11","X1772075",12092,3768,"1","1","mGaba","E15.5"
"X1772066_093_H12","X1772066",11337,3759,"1","1","mGaba","E14.5"
"X1772075_301_H11","X1772075",12917,3984,"15","15","mGaba","E15.5"
"X1772071_046_E04","X1772071",13941,4289,"15","15","mGaba","E15.5"
"X1772075_301_C09","X1772075",12029,4097,"1","1","mGaba","E15.5"
"X1772075_301_E05","X1772075",15164,4578,"1","1","mGaba","E15.5"
"X1772075_301_E04","X1772075",13589,4299,"1","1","mGaba","E15.5"
"X1772071_048_D11","X1772071",21087,4906,"15","15","mGaba","E15.5"
"X1772075_301_D04","X1772075",13287,3962,"1","1","mGaba","E15.5"
"X1772075_300_H07","X1772075",11388,3942,"1","1","mGaba","E15.5"
"X1772071_048_A08","X1772071",12631,3825,"10","10","mGaba","E15.5"
"X1772075_301_F09","X1772075",11793,4017,"1","1","mGaba","E15.5"
"X1772071_046_G01","X1772071",22863,5662,"1","1","mGaba","E15.5"
"X1772072_249_A08","X1772072",13127,4450,"1","1","mGaba","E18.5"
"X1772066_093_F07","X1772066",16240,4164,"1","1","mGaba","E14.5"
"X1772071_050_G09","X1772071",24952,6063,"1","1","mGaba","E12.5"
"X1772072_246_A03","X1772072",20502,5568,"1","1","mGaba","E18.5"
"X1772071_046_H07","X1772071",22831,5702,"1","1","mGaba","E15.5"
"X1772066_093_E09","X1772066",14058,4320,"1","1","mGaba","E14.5"
"X1772071_048_C02","X1772071",19489,5100,"1","1","mGaba","E15.5"
"X1772066_087_C04","X1772066",20995,5515,"1","1","mGaba","E14.5"
"X1772075_301_C04","X1772075",18374,5067,"1","1","mGaba","E15.5"
"X1772071_048_D06","X1772071",22477,5506,"1","1","mGaba","E15.5"
"X1772071_046_A11","X1772071",19201,5625,"1","1","mGaba","E15.5"
"X1772072_246_E10","X1772072",16700,4737,"1","1","mGaba","E18.5"
"X1772071_046_B06","X1772071",20253,5390,"1","1","mGaba","E15.5"
"X1772072_246_C01","X1772072",18623,5290,"1","1","mGaba","E18.5"
"X1772071_046_A09","X1772071",11951,4358,"1","1","mGaba","E15.5"
"X1772075_300_F06","X1772075",15335,4299,"1","1","mGaba","E15.5"
"X1772066_085_C07","X1772066",23894,4844,"1","1","mGaba","E15.5"
"X1772075_301_E11","X1772075",23864,5707,"1","1","mGaba","E15.5"
"X1772075_301_F02","X1772075",22751,5626,"1","1","mGaba","E15.5"
"X1772075_301_A06","X1772075",22336,5459,"1","1","mGaba","E15.5"
"X1772075_301_A05","X1772075",18920,5071,"1","1","mGaba","E15.5"
"X1772075_301_B01","X1772075",18658,5146,"1","1","mGaba","E15.5"
"X1772075_301_G02","X1772075",19397,5394,"1","1","mGaba","E15.5"
"X1772075_301_F07","X1772075",20454,5371,"1","1","mGaba","E15.5"
"X1772075_301_G09","X1772075",18845,5024,"1","1","mGaba","E15.5"
"X1772075_301_G11","X1772075",18103,4874,"1","1","mGaba","E15.5"
"X1772075_300_D07","X1772075",19645,4633,"1","1","mGaba","E15.5"
"X1772075_301_B04","X1772075",14563,4665,"4","4","mGaba","E15.5"
"X1772066_093_D11","X1772066",18620,4871,"1","1","mGaba","E14.5"
"X1772066_093_G06","X1772066",7859,2552,"1","1","mGaba","E14.5"
"X1772071_046_H02","X1772071",13993,4515,"1","1","mGaba","E15.5"
"X1772071_046_F02","X1772071",14563,4456,"1","1","mGaba","E15.5"
"X1772066_093_A06","X1772066",11569,3939,"1","1","mGaba","E14.5"
"X1772071_046_A02","X1772071",12246,4162,"1","1","mGaba","E15.5"
"X1772071_046_A06","X1772071",10759,4106,"1","1","mGaba","E15.5"
"X1772066_087_D02","X1772066",17078,4439,"15","15","mGaba","E14.5"
"X1772066_093_H11","X1772066",13406,4267,"1","1","mGaba","E14.5"
"X1772066_093_C11","X1772066",12642,4200,"1","1","mGaba","E14.5"
"X1772066_093_F02","X1772066",19320,5054,"1","1","mGaba","E14.5"
"X1772075_301_D12","X1772075",16957,4835,"1","1","mGaba","E15.5"
"X1772066_093_H07","X1772066",14335,4089,"1","1","mGaba","E14.5"
"X1772066_093_H02","X1772066",12341,3672,"1","1","mGaba","E14.5"
"X1772071_046_E11","X1772071",20145,5735,"1","1","mGaba","E15.5"
"X1772072_249_D10","X1772072",10418,3892,"1","1","mGaba","E18.5"
"X1772071_046_F04","X1772071",13549,4614,"1","1","mGaba","E15.5"
"X1772066_093_E02","X1772066",11012,3538,"1","1","mGaba","E14.5"
"X1772071_065_B07","X1772071",16207,3310,"2","2","mGaba","E13.5"
"X1772071_048_G11","X1772071",9384,3566,"1","1","mGaba","E15.5"
"X1772071_048_C04","X1772071",11467,3551,"15","15","mGaba","E15.5"
